"","nomes","cargo_funcao","fala"
"35","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Eu queria só dizer que, se, por acaso, nós perguntarmos sobre alguma questão que, de uma forma ou de outra, ou parcialmente já fora respondida, para que nós tenhamos a ratificação e a ênfase necessária para o aprofundamento dos nossos trabalhos. Eu queria voltar com relação aos pacientes em estado grave, hospitalizados. Há evidência de efeito benéfico desses remédios no tratamento? "
"36","NATALIA PASTERNAK","","Também não. Eu não mostrei, na apresentação inicial, justamente porque os defensores da cloroquina, principalmente aqui, no Brasil, e do tratamento precoce em geral, frisam muito isso, que o tratamento precisa ser precoce, ou seja, o tratamento usando esses medicamentos como antivirais, pra bloquear a ação do vírus, e não pensando no paciente hospitalizado, que já está com processo inflamatório – que, como não sou médica, o Cláudio pode explicar muito melhor do que eu –, mas justamente os trabalhos que foram feitos, randomizados, multicêntricos, os trabalhos internacionais, o Solidarity, o Recovery, o Discovery foram trabalhos internacionais, feitos em vários países, mostraram que a hidroxicloroquina e a cloroquina também não funcionam para pacientes hospitalizados. Como geralmente, aqui, no Brasil, a discussão está muito centralizada no tratamento precoce, o argumento é sempre que ""ah, mas esses estudos não valem, porque eles foram feitos em pacientes hospitalizados, e nós estamos falando de pacientes ambulatoriais, no início dos sintomas"". Por isso que eu trouxe, na apresentação, os estudos de PEP e PrEP, que são a profilaxia pós-exposição, assim que a pessoa é exposta à doença, e o PrEP, que é a profilaxia antes da exposição, usada de maneira preventiva. E esses estudos também deixam bem claro que, pra esses pacientes, também não funciona. Então, infelizmente, não funciona, nem no dito tratamento precoce, nem pra pacientes hospitalizados. "
"37","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Tá. E, desculpe a pergunta: e em pacientes com sintomas moderados? Há alguma pesquisa, alguma evidência que... "
"38","CLÁUDIO MAIEROVITCH","","Posso? Em primeiro lugar, reforço sobre isso. Vamos situar um pouco como que se dá o tratamento dos pacientes hospitalizados, em primeiro lugar, o que se faz com paciente grave. Isso acontece com várias doenças. Quando não há um tratamento específico, adotam-se as chamadas medidas de suporte. O que é uma medida de suporte? Significa um monitoramento de quais são as condições clínicas daquela pessoa que exigem algum tipo de intervenção. Por exemplo, a oxigenação está ruim; então, há que se introduzir oxigênio. Caso persista insuficiente, eventualmente tem que usar uma forma de ventilação, como a gente chama, uma respiração com ajuda mecânica, por máscara ou mesmo por um tubo que entra pela traqueia, levando ar diretamente aos pulmões, levando oxigênio, em muitos casos oxigênio puro, diretamente aos pulmões.         Ah, a pressão baixou muito. Existem medicamentos para fazer subir a pressão. O coração está com um ritmo diferente. Também há medicamentos para isso. Isso tudo são chamadas medidas de suporte. Em algumas doenças e no caso de epidemias, começa-se a observar a repetição de problemas que exigem suportes específicos. Então, por exemplo, um quadro inflamatório exige um suporte específico, que é o uso do medicamento corticoide, que não se dirige especificamente ao vírus SARS-CoV-2, mas a uma reação inflamatória que acontece em várias doenças. Então, existem alguns medicamentos utilizados nessas condições, pouquíssimos até, que estão começando a ser utilizados – por exemplo, baricitinibe e tocilizumabe – como medidas para interromper o progresso do processo inflamatório, e medicamentos anticoagulantes para impedir que haja a obstrução, especialmente dos pequenos vasos, consequente a esse processo inflamatório, mas nada que seja capaz de agir diretamente para a eliminação do vírus ou para impedir que o vírus se instale no organismo em qualquer fase da doença. Então, em cada fase, existem medidas gerais, mas, infelizmente, são muito poucas as opções específicas – somente alguns medicamentos experimentais ou recentemente considerados experimentais, que já estão em uso emergencial, mas que têm, infelizmente, uma eficácia baixa. E nenhum desses medicamentos... Esse conjunto não inclui cloroquina, hidroxicloroquina, ivermectina ou nitazoxanida. "
"39","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Então, nós podemos concluir que a administração da hidroxicloroquina é inútil para o paciente também no início dos sintomas? "
"40","NATALIA PASTERNAK","","Em qualquer momento da progressão da doença, Senador. "
"41","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Em qualquer momento. "
"42","NATALIA PASTERNAK","","Inclusive o senhor perguntou de pacientes moderados... "
"43","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Foi. Eu perguntei sobre moderados, graves, hospitalizados e, agora, no início dos sintomas, para que nós tenhamos respostas exatamente pontuais a respeito dessas possibilidades. "
"44","NATALIA PASTERNAK","","Tem um estudo feito por um grupo espanhol, que eu também tenho aqui na minha lista – depois deixo à disposição dos senhores –, que testou em pacientes moderados, e também não funciona. "
"45","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Certo. O que pode ser observado e merece ser destacado em relação às pesquisas que frequentemente são apontadas como embasamento científico para o uso de medicamentos incluídos no chamado tratamento precoce? "
"46","NATALIA PASTERNAK","","Senador, infelizmente, o kit Covid, que inclui uma série de medicamentos que infelizmente estão sendo distribuídos para a população como tratamento precoce... Eles não têm nenhuma base científica que apoie o seu uso. E bem pelo contrário. Quando nós falamos de reposicionamento de fármacos – e o Cláudio explicou aqui –, olhando cada medicamento isoladamente, a gente sabe que são medicamentos que já foram testados em humanos e têm a sua segurança testada em humanos. Então, hidroxicloroquina é um medicamento muito comum para malária e muito bom para malária, usado também para algumas doenças autoimunes, mas nunca foi testado em conjunto com outros medicamentos, como a azitromicina, como a ivermectina, a nitazoxanida e outros componentes que aparecem e somem desse kit Covid. Nesse kit Covid, tem uma série de medicamentos que nunca foram testados em conjunto, com interação medicamentosa.         E, no caso da hidroxicloroquina, ela sozinha tem um teste de segurança, mas ela junto com a azitromicina já não tem, sendo que são dois medicamentos que podem ter como efeito colateral um aumento de complicações cardíacas. Todo paciente que se trata para uma doença autoimune, por exemplo, tem acompanhamento médico, porque é um remédio que pode ter efeitos colaterais – não estamos dizendo que vai ter, pode ter. É por isso que vem escrito em bula. E esses medicamentos em conjunto nunca foram testados. Eles podem ter, em conjunto, interações medicamentosas que podem ser nocivas para os rins, para o fígado e podem, então, levar pessoas para a fila do transplante, como tem acontecido, infelizmente, com usuários desse kit Covid. Então, são remédios que nunca foram estudados em conjunto e estão sendo oferecidos para a população. (Intervenção fora do microfone.) "
"47","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Por favor. "
"48","CLÁUDIO MAIEROVITCH","","Se me permite um adendo também... "
"49","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Por favor, por favor. "
"50","CLÁUDIO MAIEROVITCH","","Tirei a máscara, porque ia beber a água, mas... Apesar de ter sido vacinado, continuarei usando máscara e espero que essa seja a atitude dos vacinados e dos que tiveram a doença também. Um dos medicamentos que têm sido... "
"51","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","O senhor me permite, Dr. Cláudio, já que o senhor começou falando disso? "
"52","CLÁUDIO MAIEROVITCH","","Claro. "
"53","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","A propósito disso, e contrastando, inclusive, com a declaração de ontem do Senhor Presidente da República, qual efeito que uma declaração como essa do Chefe de Estado, de Governo, da Nação tem para a sociedade e qual a necessidade que se tem de mesmo os vacinados e quem já foi infectado continuarem usando máscaras? Já que V. Exa. tocou nisso, e como é um tema do momento, e pela audiência desta Comissão, eu acho importante um esclarecimento tanto do senhor quanto da Dra. Natalia. Desculpe-me, Sr. Relator. "
"54","HUMBERTO COSTA","(Bloco Parlamentar da Resistência Democrática/PT - PE)","Presidente, eu queria... O senhor me permitir agregar uma observação? "
"55","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Pois não, Senador. "
"56","HUMBERTO COSTA","(Bloco Parlamentar da Resistência Democrática/PT - PE. Pela ordem.)","É porque eu já recebi hoje alguns WhatsApps e tal. O Presidente falou em um estudo que seria encomendado ao Ministério da Saúde, e tem gente já achando que a lei mudou. Não! A lei que nós aprovamos aqui continua valendo: a obrigatoriedade do uso de máscaras em todas aquelas situações. "
"57","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Perfeitamente, Senador Humberto, bem lembrado. Peço, se o Relator nos permitir, um comentário de V. Exa. em relação. "
"58","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Por favor. "
"59","CLÁUDIO MAIEROVITCH","","Obrigado. Gostaria, apenas complementando o raciocínio anterior... Um dos medicamentos que tem sido frequentemente incluído no chamado kit Covid é um antibiótico, um antimicrobiano chamado azitromicina. Isso, além do precedente, é em si um problema enorme para a saúde pública, porque um desafio colocado já há tempos, mas particularmente no século XXI, é a resistência de bactérias a antimicrobianos. Na medida em que esses antimicrobianos são distribuídos na forma de kits, saquinhos contendo medicamentos, nós teremos cada vez menos opções para tratar infecções bacterianas importantes. A azitromicina tem um lugar específico pra utilização na terapêutica médica, pra combate a infecções bacterianas, um antibiótico, inclusive, de uso fácil e prático, porque pode ser dado em dose única diária, e vem sendo queimado, na forma como a gente fala, por um uso irresponsável pra uma indicação que não lhe cabe. Entrando na questão das máscaras em si, o que nós sabemos – a verdade é que nós não sabemos muito, nós ainda não sabemos muita coisa, mas o que nós sabemos até agora – é que, mesmo pessoas que tiveram infecção e mesmo pessoas vacinadas, podem voltar a ter infecção, podem voltar a ficar doentes.         Em geral, os estudos feitos com vacinas verificaram a possibilidade de um novo adoecimento. Nós ainda temos muito pouca informação sobre a possibilidade de uma nova infecção sem sintomas. Provavelmente, essa possibilidade é maior – certamente é maior – do que a de que uma pessoa fique doente novamente. E sabemos que não existe uma vacina com eficácia de 100%. As eficácias têm sido observadas crescentes quando comparadas com uma gravidade maior da doença, ou seja, as vacinas parecem mais eficazes para evitar morte, para evitar a doença grave do que para evitar os quadros mais leves e provavelmente também quando se fala de evitar infecções sem sintomas. Então, enquanto nós não tivermos uma quantidade enorme, uma proporção muito grande da população já vacinada, nós temos que continuar com todos esses cuidados, temos que continuar usando as máscaras quando as pessoas estiverem próximas ou estiverem em lugares fechados. "
"60","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","Dra. Natalia. "
"61","NATALIA PASTERNAK","","A recomendação do uso de máscaras é essencial enquanto a gente continua observando um número de casos e de óbitos diários que é preocupante. É essa a curva que nós temos que olhar. A gente só vai poder deixar de usar as medidas preventivas – as máscaras, o distanciamento físico e social – quando uma grande porção da população estiver vacinada e quando a curva nos disser que isso é seguro. Nós não temos que olhar nem o percentual de vacinados, nós temos que olhar o efeito dessa vacinação na sociedade. Então, são os números da Covid que vão nos dizer qual é o momento em que a gente pode começar a relaxar as medidas preventivas. E, complementando o Cláudio, nenhuma vacina é 100%. A eficácia dessas vacinas vai variar de acordo com a taxa de transmissão comunitária também. Eu costumo dar o exemplo sempre do jogo de futebol e do goleiro. Como é que a gente sabe que um goleiro é um bom goleiro? A gente olha o histórico dele, que é a eficácia do goleiro, a frequência com que ele pega a bola. Se ele tem um bom histórico – uma boa eficácia nos testes clínicos –, ele é um bom goleiro, mas isso não quer dizer que ele é infalível, não quer dizer que ele é invicto, não quer dizer que ele nunca vai tomar gol. E, se a gente olha para um único jogo em que ele tomou um frango, fala: ""Ih, esse cara tomou frango, ele é uma porcaria"". Não, ele não é uma porcaria, ele é um bom goleiro, ele só não é infalível. E, se ele tem uma defesa do time que é uma droga, que não serve para nada, que não usa máscara, que não faz distanciamento social, que não respeita as medidas preventivas, vai ter tanta bola vindo para o gol, vai ter tanto vírus circulando que a probabilidade de ele errar é muito maior. Então, uma boa vacina é como um bom goleiro: ela pode ser muito boa, mas ela não é infalível. E, se tiver muita bola para o gol, muito vírus circulando, a probabilidade de ela falhar é maior. Então, a gente precisa reforçar a defesa do time. A gente precisa ter o bom goleiro, que é uma boa vacina, mas também precisamos ter uma boa defesa do time. Tudo isso em conjunto vai nos levar a um momento, no futuro, em que a curva da doença vai decair e vai permitir, então, que a gente relaxe as medidas de quarentena. Esse momento, Senador, ainda não chegou. E, quando você tem o Chefe da Nação fingindo que esse momento chegou, isso confunde a população. Nós não precisamos de uma população confusa; nós precisamos de uma população esclarecida.         "
"62","PRESIDENTE","(Randolfe Rodrigues. Bloco Parlamentar Senado Independente/REDE - AP)","O problema é que, no Brasil, a gente tem um jogador que insiste em fazer gol contra. Senador Renan. "
"63","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Pesquisa conduzida em Manaus liderada pelo Dr. Marcus Lacerda sobre o uso da hidroxicloroquina no tratamento hospitalar da Covid-19 ficou, como todos sabem, estigmatizada por desinformações disseminadas sobre a sua própria condução. Sobre isso eu queria perguntar: quais são os resultados mais importantes dessa pesquisa? "
"64","NATALIA PASTERNAK","","A pesquisa conduzida pelo Professor Marcus Lacerda foi uma pesquisa de excelência, tanto que foi premiada pela revista internacional onde foi publicada, o Jama, que é uma das revistas médicas mais prestigiosas do mundo, como um dos melhores trabalhos publicados em 2020. Então, é uma pesquisa extremamente bem conduzida e que foi um estudo de segurança de dose. Foi um estudo de Fase II, um estudo que testou duas doses diferentes pra pacientes hospitalizados e concluiu que a dose alta era perigosa, não deveria ser usada, e que a dose baixa não alterava a carga viral, não trazia nenhum benefício pra aqueles pacientes. Criou-se uma controvérsia, porque pacientes morreram no correr do experimento, mas esses pacientes morreram de Covid; eles não morreram por causa do teste clínico. Eram pacientes graves, hospitalizados e que infelizmente morreram de Covid. O teste clínico do Professor Marcus teve todo acompanhamento e aprovação do Comitê de Ética. E, quando eles perceberam que havia qualquer risco para os pacientes com dose alta, esses pacientes foram removidos do grupo. Então, foi um experimento extremamente ético, extremamente bem conduzido e que trouxe, talvez, a primeira resposta internacional para aquela pergunta: ""Será que a cloroquina funciona pra Covid-19?"". Esse estudo mostrou, de uma maneira muito clara, que não funciona pra reduzir carga viral, como era a proposta daquele estudo francês de Marselha – que foi um estudo muito criticado pela comunidade científica, porque é carregado de falhas metodológicas e até suspeita de fraude –, e respondeu a pergunta também de que uma dose mais alta não seria segura. Então, não era questão de aumentar a dose. Imagine, Senador, se o Professor Marcus Lacerda não tivesse feito esse estudo e se começassem a dizer, então, que não estava funcionando porque a dose era muito baixa e ""vamos aumentar a dose"" e distribuíssem uma dose que, então, não tinha sido testada pra população! O Professor Marcus Lacerda foi quem mostrou que aumentar a dose não era seguro e que a dose baixa não servia. "
"65","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Então, uma pergunta, Doutora. Então, nesse caso concreto, nesse ensaio clínico, a dosagem usada foi excessiva? "
"66","NATALIA PASTERNAK","","Não foi excessiva. Foi uma dosagem que já tinha sido documentada em outros estudos, que já tinha sido usada em outros estudos e, por isso, foi escolhida – ela não foi escolhida aleatoriamente. Ela foi escolhida exatamente porque ela já existia e já tinha sido usada em outros testes clínicos. "
"67","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","V. Sas. tiveram conhecimento da pesquisa também conduzida em Manaus sobre o uso da substância proxalutamida no tratamento da Covid-19? "
"68","CLÁUDIO MAIEROVITCH","","Vou comentar brevemente... "
"69","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Proxalutamida.         "
"70","CLÁUDIO MAIEROVITCH","","Isso, isso. Tive conhecimento superficial, porque isso circulou pelas redes sociais, acredito, há uns dois meses, com alguns vídeos muito bombásticos, digamos assim, de que um pesquisador brasileiro... Inclusive, ele falava em nome de uma empresa, produtora do medicamento, que tinha encontrado um novo medicamento. Não vou dizer que fosse alguma coisa desprovida de um sentido original. Qual era o pressuposto? Bom, tem se observado que a doença grave e a morte são mais frequentes em homens do que em mulheres. Então, por que isso acontece? Isso ainda não é bem conhecido. A ciência não sabe por que acontece. Então, eles partiram de uma hipótese de que um medicamento capaz de alterar a ação hormonal dos hormônios androgênicos, hormônios masculinos, que é um medicamento utilizado no tratamento, por exemplo, de câncer de próstata, poderia, ao inibir esses hormônios, trazer os homens para uma condição de segurança semelhante à das mulheres. E desenharam estudos nesse sentido. O único estudo que eu vi era um estudo que tinha muitos problemas metodológicos, e não era possível dali, pelo menos, extrair conclusões. Então, acredito que seja um tema para ser mais bem estudado. Talvez a Natalia conheça em mais profundidade, conheça outros estudos com esse medicamento. Mas, daquele estudo que foi apresentado, não era possível extrair conclusões que dessem base para a indicação desse medicamento, portanto. "
"71","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Não há nenhum resultado a partir dos estudos, não é? "
"72","CLÁUDIO MAIEROVITCH","","A forma como foi conduzida o estudo não permitia uma boa comparação entre o grupo que usou e o grupo que não usou, se de fato aquilo que estava sendo considerado comparável entre um grupo e outro era real, ou seja, esses grupos eram semelhantes, e, então, havia problemas no que a gente chama de desenho do estudo. "
"73","NATALIA PASTERNAK","","E houve também um problema justamente na certificação do Comitê de Ética, Senador. Parece que o grupo que conduziu o estudo não obteve a permissão do Comitê de Ética para realizar o estudo, o que é muito grave. "
"74","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Como estão as pesquisas relativas à utilização de anticorpos monoclonais em estágios iniciais da infecção pelo novo coronavírus? "
"75","NATALIA PASTERNAK","","A gente tem vários anticorpos monoclonais que já estão aprovados, que já estão no mercado, e eles funcionam, mas eles também são medicamentos que ajudam, não são medicamentos que curam. Então, a gente tem já alguns aprovados de várias empresas – acho que o Cláudio também deve conhecer, talvez melhor do que eu, porque eu não trato pacientes, não sou médica –, mas eles não são também remédios milagrosos, eles não vão curar as pessoas milagrosamente de Covid. Eles vão conseguir ajudar, porque eles vão fazer o papel de um anticorpo natural, mas eles são muito específicos. Eles são desenhados justamente para impedir que o vírus entre na célula. O que acontece muitas vezes com esses anticorpos monoclonais é que eles acabam sendo muito suscetíveis às variantes do vírus, porque, como eles são únicos, eles são clones... Quando a gente fabrica anticorpos, a gente fabrica um monte de anticorpos diferentes. Um anticorpo monoclonal, não; ele é um remédio. E ele é, como o nome diz, um clone. Então, ele é um tipo de anticorpo que foi isolado e que está sendo usado. "
"76","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Já há indicação para a sua utilização? "
"77","NATALIA PASTERNAK","","Tem a indicação, mas eles são remédios caros e que, geralmente, requerem hospitalização. Não é uma pílula, não é uma coisa que você pode tomar em casa. Eu não sei – e aí vou perguntar para o Cláudio – como está sendo a utilização de anticorpos monoclonais aqui no Brasil, principalmente pelo SUS. Eu não sei como é que está a questão da importação e do uso desses medicamentos no SUS, Cláudio.         "
"78","CLÁUDIO MAIEROVITCH","","Do que eu li, existem dois medicamentos aprovados no Brasil para este uso. Um é o chamado – os nomes são difíceis, não é? – Regn-Cov2, que é composto por dois tipos de anticorpo monoclonal, o casirivimabe e o imdevimabe. O segundo é uma composição... Ele nem tem um nome próprio, é uma composição de banlanivimabe e etesevimabe. Todos esses ""mabes"", em geral, designam anticorpos monoclonais porque vêm da sigla em inglês mAb, que é Monoclonal Antibody. Então, em geral, quando a gente vê um medicamento com esse nome horroroso terminado em ""mabe"", designa o anticorpo monoclonal. Então, esses estão aprovados, em fase inicial de uso; que eu saiba, não existe uso disseminado. Talvez... Eu não sei de nenhum serviço que esteja utilizando assim, pelo menos de que eu tenha tido a informação, porque, além de caros... Há uma estimativa aí entre R$16 mil, R$17 mil por um tratamento de poucos dias... Claro, se pensassem que é um tratamento que faz diferença, esta não seria a grande questão. Mas ainda não há uma conclusão firme de que esses medicamentos contribuam para diminuir mortalidade ou diminuir sequelas, diminuir as consequências da doença. Em geral, o que tem que ser observado na maior parte desses estudos com esses medicamentos novos são indicadores, como redução do tempo de internação – do tempo médio de internação, na verdade. Mas é uma questão ainda, na minha opinião, aberta para ciência. "
"79","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Sobre isso, há outras terapias promissoras para tratamento em função de pesquisas? "
"80","CLÁUDIO MAIEROVITCH","","Existem... Só concluindo o medicamento dos anticorpos monoclonais, alguns pesquisadores dos Estados Unidos, inclusive, no ano passado, mencionavam, quando ainda não tínhamos vacina, que talvez os anticorpos monoclonais fossem a ponte, pudessem representar a ponte entre um momento em que não havia nada e o momento da vacinação. Aparentemente, as vacinas foram mais rápidas do que a necessidade, do que a ponte que se apontava, que havia esperança. Então, hoje vale muito mais a pena olhar para as vacinas, ver de que forma vacinar em ampla escala, do que pensar no desenvolvimento de medicamentos que são difíceis. Como disse a Natalia, são medicamentos que tentam substituir anticorpos naturais, mas muito específicos, às vezes, contra uma proteína, contra uma região específica do vírus. Além desses medicamentos dirigidos, então, a auxiliar a defesa contra o vírus, os anticorpos, existem essas outras categorias, muitas vezes medicamentos usados para câncer, medicamentos usados em doenças reumatológicas também, que tentam cuidar não de enfrentar o vírus, mas de diminuir a resposta excessiva do organismo ao vírus, coisa que é feita tradicionalmente com corticoides. Então, existem medicamentos inibidores de fatores endógenos, fatores do próprio organismo, que provocam reações exacerbadas; e eles estão em estudo também. Alguns, como eu citei aqui, já têm sido utilizados em fase inicial. "
"81","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Uma outra pergunta: quais são as condutas reconhecidamente efetivas – só para ratificação – para o controle da pandemia da Covid-19, desde a prevenção do contágio até o manejo dos pacientes, ou seja, nas diversas fases da doença?         "
"82","NATALIA PASTERNAK","","Eu vou deixar o manejo dos pacientes para o médico e vou falar da questão epidemiológica. Hoje, com o acúmulo de evidências, que se deve justamente ao avanço da ciência durante a pandemia, nós sabemos que as melhores medidas preventivas são aquelas que impedem o contágio de pessoa para pessoa. No começo da pandemia, ainda se teve muita especulação sobre a transmissão via superfície, via contágio das mãos, que ainda é importante, a gente deve manter a higiene das mãos, porque, claro, a gente encosta numa superfície onde outra pessoa encostou e depois a gente leva a mão ao rosto, aos olhos, ao nariz, então, a gente pode se contaminar assim. Mas, o que se percebeu é que é realmente uma doença de contágio respiratório que passa de pessoa para pessoa pelo contato próximo. Então, as medidas preventivas que realmente funcionam são aquelas que impedem esse contato. Então, são: o uso de máscaras para que a gente não fique emitindo partículas virais em cima do outro, nem recebendo dele; a distância entre pessoas: permitir que nós estejamos muito próximos um do outro e que a gente possa, então, ao falar, emitir essas partículas virais e contaminar o outro; o isolamento social: então, quanto menos gente circulando na comunidade, menos gente circulando numa cidade, melhora a prevenção, porque vai evitar justamente o contato entre pessoas; evitar aglomerações de pessoas, porque, se o vírus passa de pessoa para pessoa, a gente não pode juntar todo mundo em um lugar fechado, fazer festa, fazer balada; o transporte público é um grande desafio, principalmente no Brasil, porque o transporte público acaba aglomerando pessoas de forma inevitável, então, fica um desafio muito grande para o Brasil para aquelas pessoas que precisam sair para trabalhar, que não podem se dar ao luxo de ficar em casa e que é a realidade de grande parte da população brasileira. Então, são essas pessoas que a gente precisa proteger com um maior cuidado. E esse cuidado, é o quê? É tentando garantir que elas tenham condições de ficar em casa, se possível, ou que elas tenham melhores condições de se proteger ao sair para trabalhar, como, por exemplo, distribuição de máscaras, como essas que estamos usando, máscaras PFF2, para quem usa o transporte público. Ontem, por exemplo, vim para cá de São Paulo e fiquei escandalizada porque o avião em que eu vim estava lotado, abarrotado de gente. É um contrassenso! Todo aquele cuidado no aeroporto, pedindo para que a gente mantenha a distância uns dos outros – o que estava muito correto – nas filas, para depois enfiar todo mundo junto num avião, sentadinho um do lado do outro, sem dar uma poltrona vazia, pelo menos, entre uma pessoa e outra. Não adianta ter filtro hepa no avião, filtro de ar, se as pessoas estão coladas umas nas outras e nem todas as pessoas estavam usando as máscaras apropriadas. Essas máscaras custam R$3. As companhias aéreas podiam muito bem distribuir máscaras PFF2 no embarque para que todo mundo, pelo menos, tivesse as máscaras apropriadas para usar dentro de um transporte coletivo e deveria, obviamente, ser proibido transportar, fazer o transporte de passageiros num avião lotado. Então, tudo isso mostra que, até hoje, a gente ainda não conseguiu implementar no Brasil, de uma forma eficiente, as medidas preventivas, levando em conta este racional que é evitar o contato próximo entre pessoas e usar máscaras, máscaras profissionais, máscaras que realmente protejam quando esse contato é inevitável.         Então, essas são as medidas que a ciência diz hoje, Senador, que são as melhores. E, quando a gente está em uma situação de calamidade, lockdown é uma medida importante. É óbvio que ela é uma medida drástica, mas situações drásticas vão requerer medidas drásticas. E esse lockdown nunca foi feito no Brasil, a não ser de forma muito isolada. E essa forma isolada... Por exemplo, uma cidade como Araraquara: uma cidade pequena fazer um lockdown é ótimo – e nos deu até uma boa prova de conceito –, mas não é tão eficaz como se tivesse uma região inteira coordenada fazendo esse lockdown em conjunto. Isto é o que o Cláudio falou na abertura dele: a falta de diretrizes coordenadas pelo Ministério da Saúde, pelo Governo Federal, que acabou deixando Estados e Municípios à própria sorte, para que cada um combata a pandemia do seu jeitinho, sem terem diretrizes claras coordenadas, com uma coordenação nacional. A parte médica, eu vou deixar para o Cláudio. "
"83","RENAN CALHEIROS","(Bloco Parlamentar Unidos pelo Brasil/MDB - AL)","Dr. Cláudio. "
